species,species_class,accepted_or_outgroup,retained_markers,pct_markers,atpB_rbcL,ITS,matK,ndhF_rpl32,pepC_like,psbA_trnH,rbcL,rpL16,rpl32_trnL,trnL_trnF,trnS_trnG,species_clean,checklist_pureName,checklist_fullName,checklist_author,checklist_rank,checklist_taxon,checklist_uuid,in_checklist,in_alignment,in_ml_tree,in_chrono_tree,is_outgroup,is_ingroup,has_sequences,in_phylogeny,accepted_in_checklist,status_pipeline,record_status,iucn_found,iucn_category,iucn_category_name,iucn_year,iucn_latest,iucn_criteria,iucn_url,iucn_family,iucn_authority,iucn_common_name,iucn_synonyms,iucn_population_trend,iucn_population_trend_code,iucn_locations,iucn_location_codes,iucn_num_locations,iucn_endemic_locations,iucn_endemic_location_codes,iucn_num_endemic_locations,iucn_is_endemic,iucn_habitat_names,iucn_habitat_codes,iucn_threat_names,iucn_threat_codes,iucn_system_names,iucn_system_codes,iucn_realm_names,iucn_realm_codes,iucn_growth_form_names,iucn_growth_form_codes,iucn_use_trade_names,iucn_use_trade_codes,iucn_doc_range,iucn_doc_habitats,iucn_doc_threats,iucn_doc_rationale,query_status,error_message
Acanthocalycium_glaucum,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocalycium glaucum,Acanthocalycium glaucum,Acanthocalycium glaucum F.Ritter,F.Ritter,Species,Acanthocalycium glaucum F.Ritter sec. Hunt 2016,b3b93950-f22f-4490-b57a-5009318c7c3c,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocalycium_klimpelianum,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocalycium klimpelianum,Acanthocalycium klimpelianum,Acanthocalycium klimpelianum (Weidlich & Werderm.) Backeb.,(Weidlich & Werderm.) Backeb.,Species,Acanthocalycium klimpelianum (Weidlich & Werderm.) Backeb. sec. Hunt 2016,f516812d-18ac-4d80-a1f8-284f0b625808,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocalycium_leucanthum,ingroup,TRUE,3,27.27,-,-,-,-,-,-,-,HM041420.1,-,HM041266.1,JQ779442.1,Acanthocalycium leucanthum,Acanthocalycium leucanthum,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,(Gillies ex Salm-Dyck) Schlumpb.,Species,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb. sec. Schlumpberger 2012,18777dfd-26e8-4a8d-97f6-c072840c7e9d,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocalycium_rhodotrichum,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocalycium rhodotrichum,Acanthocalycium rhodotrichum,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb.,(K.Schum.) Schlumpb.,Species,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb. sec. Schlumpberger 2012,5d538a77-d53d-4826-baf4-c3fde90a7ed2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocalycium_spiniflorum,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocalycium spiniflorum,Acanthocalycium spiniflorum,Acanthocalycium spiniflorum (K.Schum.) Backeb.,(K.Schum.) Backeb.,Species,Acanthocalycium spiniflorum (K.Schum.) Backeb. sec. Hunt 2016,e7756f66-e03d-4514-b1f7-79de2d43b38e,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocalycium_thionanthum,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocalycium thionanthum,Acanthocalycium thionanthum,Acanthocalycium thionanthum (Speg.) Backeb.,(Speg.) Backeb.,Species,Acanthocalycium thionanthum (Speg.) Backeb. sec. Hunt 2016,d730c91e-f54a-42d9-8640-ae443e10d731,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_atropurpureus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus atropurpureus,Acanthocereus atropurpureus,Acanthocereus atropurpureus Gonz.-Zam. & Dan.Sánchez,Gonz.-Zam. & Dan.Sánchez,Species,Acanthocereus atropurpureus Gonz.-Zam. & Dan.Sánchez sec. González-Zamora & al. 2021,78f1e353-6d2d-448a-9998-d951e11073f2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_canoensis,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus canoensis,Acanthocereus canoensis,"Acanthocereus canoensis (P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova","(P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova",Species,"Acanthocereus canoensis (P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova sec. Korotkova & al. 2017",bca38a24-383a-441b-bc5a-31a5589d6c45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_castellae,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100014.1,-,DQ099945.1,-,Acanthocereus castellae,Acanthocereus castellae,Acanthocereus castellae (Sánchez-Mej.) Lodé,(Sánchez-Mej.) Lodé,Species,Acanthocereus castellae (Sánchez-Mej.) Lodé sec. Korotkova & al. 2017,c2a95e65-1e6c-479e-868b-e6cbd780892e,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_chiapensis,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus chiapensis,Acanthocereus chiapensis,Acanthocereus chiapensis Bravo,Bravo,Species,Acanthocereus chiapensis Bravo sec. Korotkova & al. 2017,a922d0c5-9a3b-4c2c-9408-cd19d91bcfb7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_cuixmalensis,ingroup,TRUE,3,27.27,-,-,FN997114.1,-,-,-,-,DQ100015.1,-,DQ099946.1,-,Acanthocereus cuixmalensis,Acanthocereus cuixmalensis,Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé,(Sánchez-Mej.) Lodé,Species,Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé sec. Korotkova & al. 2017,483be8e5-2861-4a31-a798-cb0f81a5e518,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_fosterianus,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100016.1,-,DQ099947.1,-,Acanthocereus fosterianus,Acanthocereus fosterianus,Acanthocereus fosterianus (Cutak) Lodé,(Cutak) Lodé,Species,Acanthocereus fosterianus (Cutak) Lodé sec. Korotkova & al. 2017,b9a9e0f5-fdde-4430-be1d-0d2d3637acb5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_haackeanus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus haackeanus,Acanthocereus haackeanus,Acanthocereus haackeanus Backeb. ex Lodé,Backeb. ex Lodé,Species,Acanthocereus haackeanus Backeb. ex Lodé sec. Kew 2019,f7050072-ef3b-42c1-9905-4a8866f96fae,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_hesperius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus hesperius,Acanthocereus hesperius,Acanthocereus hesperius D.R.Hunt,D.R.Hunt,Species,Acanthocereus hesperius D.R.Hunt sec. Korotkova & al. 2017,ed9e3d4b-eeab-47d3-9c91-2399077f5247,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_hirschtianus,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100019.1,-,DQ099950.1,-,Acanthocereus hirschtianus,Acanthocereus hirschtianus,Acanthocereus hirschtianus (K.Schum.) Lodé,(K.Schum.) Lodé,Species,Acanthocereus hirschtianus (K.Schum.) Lodé sec. Korotkova & al. 2017,dcb9334f-e3d5-4153-8708-9dfbada9156e,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_lempirensis,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus lempirensis,Acanthocereus lempirensis,"Acanthocereus lempirensis H.Vega, Gómez-Hin. & H.M.Hern.","H.Vega, Gómez-Hin. & H.M.Hern.",Species,"Acanthocereus lempirensis H.Vega, Gómez-Hin. & H.M.Hern. sec. Vega, H., Oyuela-Andino, O., Aleman Avilez, M., Gómez-Hinostrosa, C. & Hernández, H.M.: A new species of <i>Acanthocereus</i> (Cactaceae) from Honduras. – Acta Botanica Mexicana 130: 1-7",9da7b7cd-39f7-4599-bac8-ab9faecf8d7e,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_macdougallii,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100022.1,-,DQ099953.1,-,Acanthocereus macdougallii,Acanthocereus macdougallii,Acanthocereus macdougallii (Cutak) Lodé,(Cutak) Lodé,Species,Acanthocereus macdougallii (Cutak) Lodé sec. Korotkova & al. 2017,cde79296-e776-45eb-9242-c96e0c34246a,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_maculatus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus maculatus,Acanthocereus maculatus,Acanthocereus maculatus Weing. ex Bravo,Weing. ex Bravo,Species,Acanthocereus maculatus Weing. ex Bravo sec. Korotkova & al. 2017,99e21290-9c50-46d3-99a3-02214e2f5d1d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_oaxacensis,ingroup,TRUE,4,36.36,-,-,KU597902.1,-,-,KU597955.1,-,DQ100026.1,-,DQ099957.1,-,Acanthocereus oaxacensis,Acanthocereus oaxacensis,Acanthocereus oaxacensis (Britton & Rose) Lodé,(Britton & Rose) Lodé,Species,Acanthocereus oaxacensis (Britton & Rose) Lodé sec. Korotkova & al. 2017,0e0dc5d0-6c2a-49a4-95fd-2207a5de8708,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_paradoxus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthocereus paradoxus,Acanthocereus paradoxus,Acanthocereus paradoxus P.González-Zamora & Dan.Sánchez,P.González-Zamora & Dan.Sánchez,Species,Acanthocereus paradoxus P.González-Zamora & Dan.Sánchez sec. González-Zamora & al. 2020,eb98fdf8-a9a7-4861-b564-97755c7cd4e8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_rosei,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100027.1,-,DQ099958.1,-,Acanthocereus rosei,Acanthocereus rosei,Acanthocereus rosei (J.G.Ortega) Lodé,(J.G.Ortega) Lodé,Species,Acanthocereus rosei (J.G.Ortega) Lodé sec. Korotkova & al. 2017,2f291f2a-059d-4dbf-a589-dd35a486f030,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_tepalcatepecanus,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ100032.1,-,DQ099963.1,-,Acanthocereus tepalcatepecanus,Acanthocereus tepalcatepecanus,Acanthocereus tepalcatepecanus (Sánchez-Mej.) Lodé,(Sánchez-Mej.) Lodé,Species,Acanthocereus tepalcatepecanus (Sánchez-Mej.) Lodé sec. Korotkova & al. 2017,a807a4d8-7ccf-4c76-9d54-ed6a1f37af13,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Acanthocereus_tetragonus,ingroup,TRUE,5,45.45,-,-,KU597916.1,-,HM041534.1,HG963802.1,-,DQ099990.1,-,DQ099921.1,-,Acanthocereus tetragonus,Acanthocereus tetragonus,Acanthocereus tetragonus (L.) Hummelinck,(L.) Hummelinck,Species,Acanthocereus tetragonus (L.) Hummelinck sec. Korotkova & al. 2017,cdfc465e-5dda-4910-be83-88f65e667cfc,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,LC,Least Concern,2017,TRUE,NA,https://www.iucnredlist.org/species/152925/119232727,CACTACEAE,(L.) Hummenlinck,Bejunco; Cruceta; Nopal de Cruz; Nopal de tres lomos; Órgano-alado de Pitaya; Triangle Cactus,Cactus tetragonus L.,Stable,2,"Honduras; Trinidad and Tobago; Guerrero; Panama; Quintana Roo; Colombia; Oaxaca; Bonaire; Veracruz; Guatemala; Sinaloa; Sonora; Nicaragua; Querétaro; Nayarit; Saba; Yucatán; San Luis Potosí; Sint Eustatius; Tamaulipas; Saint Martin (French part); Michoacán; Texas; Costa Rica; Sint Maarten (Dutch part); Mexico; Jalisco; United States; El Salvador; Campeche; Venezuela, Bolivarian Republic of; Cuba; Bonaire, Sint Eustatius and Saba; Chiapas; Colima; Florida; Belize",HN; TT; MXS-GR; PA; MXT-QR; CO; MXS-OA; NLA-BO; MXG-VC; GT; MXN-SI; MXN-SO; NI; MXE-QU; MXS-NA; NLA-SA; MXT-YU; MXE-SL; NLA-SE; MXE-TA; MF; MXS-MI; TEX-OO; CR; SX; MX; MXS-JA; US; SV; MXT-CA; VE; CU; BQ; MXT-CI; MXS-CL; FLA-OO; BZ,37,NA,NA,0,FALSE,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands; Shrubland - Subtropical/Tropical Dry; Forest - Subtropical/Tropical Moist Lowland; Forest - Subtropical/Tropical Dry; Marine Coastal/Supratidal - Coastal Sand Dunes,13_1; 3_5; 1_6; 1_5; 13_3,NA,NA,Terrestrial,0,Nearctic; Neotropical,4; 5,Succulent - shrub,SH,"Food - human; Pets/display animals, horticulture",1; 13,"<em>Acanthocereus tetragonus</em> is one of the most widespread cactus species, occurring in the US (Texas and Florida), Mexico (16 states), Central America and the Caribbean, Lesser and Netherlands Antilles, Venezuela and Columbia (Hunt <span style=""font-style: italic;"">et al. </span>2006), at elevations from 0 to 1,700 m asl.","<em>Acanthocereus tetragonus</em> occurs in sandy or rocky soils in tropical deciduous, subdeciduous, and moist forests, spiny scrublands, thorny forests, and coastal dunes and cliffs. The species is tolerant of disturbance and also tolerated by people (i.e.,   humans tend to leave it in the landscape). The flowers are open at night and the species is pollinated by hawkmoths.",There are no known threats for this species.,"The species is widespread and very abundant throughout its range. There are no known threats, hence it is listed as Least Concern.",success,NA
Acharagma_aguirreanum,ingroup,TRUE,3,27.27,-,-,-,-,-,-,MK449085.1,AF267915.1,-,MK449212.1,-,Acharagma aguirreanum,Acharagma aguirreanum,Acharagma aguirreanum (Glass & R.A.Foster) Glass,(Glass & R.A.Foster) Glass,Species,Acharagma aguirreanum (Glass & R.A.Foster) Glass sec. Hernández & Gómez-Hinostrosa 2011,3bead81b-16d0-4acb-a8a9-fa34c40efcda,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,CR,Critically Endangered,2002,TRUE,B1ab(v)+2ab(v),https://www.iucnredlist.org/species/40966/48029004,CACTACEAE,(Glass &amp; R.A.Foster) Glass,NA,Escobaria aguirreana (Glass & R.A.Foster) N.P.Taylor; Gymnocactus aguirreanus Glass & R.A.Foster,Decreasing,1,Coahuila; Mexico,MXE-CO; MX,2,Mexico,MX,1,TRUE,Shrubland - Subtropical/Tropical Dry,3_5,Intentional use (species is the target),5_2_1,Terrestrial,0,Neotropical,5,Succulent - shrub,SH,"Pets/display animals, horticulture",13,"Occurs in Sierra de la Paila over a range of 1 km². It is estimated that there are less than 1,000 plants.","In semi-desert among calcareous rocks at an altitude of about 1,500 m.",Illegal collecting.,"This listing is based on the fact that it occurs in a single tiny location (only 1 km²), with less than 1,000 plants in a continuing decline due to illegal collecting.",success,NA
Acharagma_roseanum,ingroup,TRUE,4,36.36,-,ON176043.1,-,-,-,-,MK449086.1,AF267916.1,-,MK449213.1,-,Acharagma roseanum,Acharagma roseanum,Acharagma roseanum (Boed.) E.F.Anderson,(Boed.) E.F.Anderson,Species,Acharagma roseanum (Boed.) E.F.Anderson sec. Hernández & Gómez-Hinostrosa 2011,33417c4a-6887-478d-84cc-213f35b3b129,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,VU,Vulnerable,2017,TRUE,B1ab(iii),https://www.iucnredlist.org/species/152561/120742505,CACTACEAE,(Boed.) E.F.Anderson,NA,Escobaria roseana (Boed.) Buxb.; Echinocactus roseanus Boed.,Decreasing,1,Coahuila; Nuevo León; Mexico,MXE-CO; MXE-NL; MX,3,Mexico,MX,1,TRUE,"Shrubland - Subtropical/Tropical Dry; Rocky areas (eg. inland cliffs, mountain peaks)",3_5; 6,Nomadic grazing,2_3_1,Terrestrial,0,Nearctic,4,Succulent - shrub,SH,"Pets/display animals, horticulture",13,"This species is endemic to the Mexican states of Coahuila (Hernández <span style=""font-style: italic;"">et al.</span> 2004, Hernández and Gómez-Hinostrosa 2011) and Nuevo León (subsp. <span style=""font-style: italic;"">galeanense</span>).",It grows on rocky limestone hills in xerophytic shrubland.,Overgrazing of the habitat by goats is the only threat.,"This species has an extent of occurrence of under 6,000 km², it is known from less than ten locations which are severely fragmented (the subsp. <span style=""font-style: italic;"">galeanense </span>is very disjunct) and there is continuing decline in the quality of the habitat due to overgrazing by goats, hence it is listed as Vulnerable.",success,NA
Airampoa_ayrampo,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Airampoa ayrampo,Airampoa ayrampo,Airampoa ayrampo (Azara) Doweld,(Azara) Doweld,Species,Airampoa ayrampo (Azara) Doweld sec. Doweld 2002,161c4e64-8cd8-41a0-a3f4-19769d4dc437,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Airampoa_corrugata,ingroup,TRUE,6,54.55,-,JF787030.1,JF786874.1,JF787461.1,JN387269.1,-,-,HM041527.1,-,HM041370.1,-,Airampoa corrugata,Airampoa corrugata,Airampoa corrugata (Salm-Dyck) Doweld,(Salm-Dyck) Doweld,Species,Airampoa corrugata (Salm-Dyck) Doweld sec. Doweld 2002,1c5862a5-5438-44f7-b852-d33ae9a4f95e,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Airampoa_erectoclada,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Airampoa erectoclada,Airampoa erectoclada,Airampoa erectoclada (Backeb.) Doweld,(Backeb.) Doweld,Species,Airampoa erectoclada (Backeb.) Doweld sec. Doweld 2002,5c5e1abd-abe4-41fc-8b62-a486f74fd55f,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Airampoa_microdisca,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Airampoa microdisca,Airampoa microdisca,Airampoa microdisca (F.A.C.Weber) Doweld,(F.A.C.Weber) Doweld,Species,Airampoa microdisca (F.A.C.Weber) Doweld sec. Doweld 2002,b65f2158-1dd8-4fdb-8385-a9510ebd73ce,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
