species,species_class,accepted_or_outgroup,retained_markers,pct_markers,atpB_rbcL,ITS,matK,ndhF_rpl32,pepC_like,psbA_trnH,rbcL,rpL16,rpl32_trnL,trnL_trnF,trnS_trnG,species_clean,checklist_pureName,checklist_fullName,checklist_author,checklist_rank,checklist_taxon,checklist_uuid,in_checklist,in_alignment,in_ml_tree,in_chrono_tree,is_outgroup,is_ingroup,has_sequences,in_phylogeny,accepted_in_checklist,status_pipeline,record_status,iucn_found,iucn_category,iucn_category_name,iucn_year,iucn_latest,iucn_criteria,iucn_url,iucn_family,iucn_authority,iucn_common_name,iucn_synonyms,iucn_population_trend,iucn_population_trend_code,iucn_locations,iucn_location_codes,iucn_num_locations,iucn_endemic_locations,iucn_endemic_location_codes,iucn_num_endemic_locations,iucn_is_endemic,iucn_habitat_names,iucn_habitat_codes,iucn_threat_names,iucn_threat_codes,iucn_system_names,iucn_system_codes,iucn_realm_names,iucn_realm_codes,iucn_growth_form_names,iucn_growth_form_codes,iucn_use_trade_names,iucn_use_trade_codes,iucn_doc_range,iucn_doc_habitats,iucn_doc_threats,iucn_doc_rationale,query_status,error_message
Castellanosia_caineana,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castellanosia caineana,Castellanosia caineana,Castellanosia caineana Cárdenas,Cárdenas,Species,Castellanosia caineana Cárdenas sec. Hunt 2006,c990a068-5c0a-4763-8cf3-0d4f82607953,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,TRUE,LC,Least Concern,2020,TRUE,NA,https://www.iucnredlist.org/species/152348/183112414,CACTACEAE,Cárdenas,NA,NA,Stable,2,"Paraguay; Bolivia, Plurinational States of",PY; BO,2,NA,NA,0,FALSE,Forest - Subtropical/Tropical Dry,1_5,NA,NA,Terrestrial,0,Neotropical,5,Succulent - shrub; Succulent - tree,SH; ST,NA,NA,"This species is known from Bolivia, where it occurs in Cochabamba and Santa Cruz, and from northeastern Paraguay<span style=""font-style: italic;"">. </span>It occurs at elevations between 100 and 500 m asl. <span style=""font-style: italic;""><br/></span>","This cactus grows on sandy soils, in thickets that are not suitable for agricultural activities.",There are no known threats to this species.,"<span style=""font-style: italic;"">Castellanosia caineana</span> is listed as Least Concern because it is widely distributed, is locally abundant, and there are no major threats affecting it. It occurs in many protected areas.",success,NA
Cephalocereus_apicicephalium,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ099996.1,-,DQ099927.1,-,Cephalocereus apicicephalium,Cephalocereus apicicephalium,Cephalocereus apicicephalium E.Y.Dawson,E.Y.Dawson,Species,Cephalocereus apicicephalium E.Y.Dawson sec. Tapia & al. 2017,e82b58b2-cb1c-4bfd-9ee3-a2b6324ab914,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,LC,Least Concern,2017,TRUE,NA,https://www.iucnredlist.org/species/152897/121493632,CACTACEAE,E.Y.Dawson,NA,NA,Stable,2,Chiapas; Oaxaca; Mexico,MXT-CI; MXS-OA; MX,3,Mexico,MX,1,TRUE,Forest - Subtropical/Tropical Dry,1_5,NA,NA,Terrestrial,0,Neotropical,5,Succulent - shrub; Succulent - tree,SH; ST,"Pets/display animals, horticulture",13,"<em>Cephalocereus apicicephalium</em> occurs in Oaxaca and Chiapas (Hunt <span style=""font-style: italic;"">et al</span>.  2006). In Oaxaca, it is found in Juchitán, Tehuantepec, Yautepec (Acosta Castellanos 2002) and in Chiapas, it occurs near Tuxtla and Aguacero.",This species is found in deciduous lowland forest (Acosta Castellanos 2002). Its distribution is restricted due to specific ecological requirements (Chávez 2004); it grows only on calcareous soils. In Chiapas it grows on the walls of canyons.,There are no major threats for the species due to the nature of the areas where it grows - largely inaccessible and not suitable for agriculture.,"Although its range is fairly restricted, <em>Cephalocereus apicicephalium</em> is reasonably common and not under any threat. It seems to be quite secure in the habitat where it grows, hence it is listed as Least Concern.",success,NA
Cephalocereus_columna_trajani,ingroup,TRUE,6,54.55,-,AY181565.1,-,-,HM041546.1,KY363333.1,KF437843.1,AY181599.1,-,AY181648.2,-,Cephalocereus columna trajani,Cephalocereus columna-trajani,Cephalocereus columna-trajani (Karw. ex Pfeiff.) K.Schum.,(Karw. ex Pfeiff.) K.Schum.,Species,Cephalocereus columna-trajani (Karw. ex Pfeiff.) K.Schum. sec. Tapia & al. 2017,b145b31e-f352-4c7d-8cd6-3cec921aa43b,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_euphorbioides,ingroup,TRUE,5,45.45,-,AY181562.1,KF437865.1,-,-,-,KF437868.1,AY181595.1,-,AY181635.2,-,Cephalocereus euphorbioides,Cephalocereus euphorbioides,Cephalocereus euphorbioides (Haw.) Britton & Rose,(Haw.) Britton & Rose,Species,Cephalocereus euphorbioides (Haw.) Britton & Rose sec. Tapia & al. 2017,59339d89-f771-4cef-946c-6bba8d9935c1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_fulviceps,ingroup,TRUE,4,36.36,-,AY181569.1,-,-,HM041583.1,-,-,AY181602.1,-,AY181621.2,-,Cephalocereus fulviceps,Cephalocereus fulviceps,Cephalocereus fulviceps (F.A.C.Weber ex K.Schum.) H.E.Moore,(F.A.C.Weber ex K.Schum.) H.E.Moore,Species,Cephalocereus fulviceps (F.A.C.Weber ex K.Schum.) H.E.Moore sec. Tapia & al. 2017,af736b82-e714-43e5-9cf4-3791e7f1b85b,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_macrocephalus,ingroup,TRUE,4,36.36,-,-,KJ568422.1,-,-,-,KJ568430.1,DQ100013.1,-,DQ099944.1,-,Cephalocereus macrocephalus,Cephalocereus macrocephalus,Cephalocereus macrocephalus F.A.C.Weber ex K.Schum.,F.A.C.Weber ex K.Schum.,Species,Cephalocereus macrocephalus F.A.C.Weber ex K.Schum. sec. Tapia & al. 2017,7794d532-cfb1-407b-b664-1bf446f02c6a,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_mezcalaensis,ingroup,TRUE,4,36.36,-,-,KJ568423.1,-,HM041584.1,-,KJ568431.1,HM041460.1,-,-,-,Cephalocereus mezcalaensis,Cephalocereus mezcalaensis,Cephalocereus mezcalaensis Bravo,Bravo,Species,Cephalocereus mezcalaensis Bravo sec. Tapia & al. 2017,435fe45c-2308-4c87-bc4c-f42ca9b3f9c9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_multiareolatus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cephalocereus multiareolatus,Cephalocereus multiareolatus,Cephalocereus multiareolatus (E.Y.Dawson) H.J.Tapia & S.Arias,(E.Y.Dawson) H.J.Tapia & S.Arias,Species,Cephalocereus multiareolatus (E.Y.Dawson) H.J.Tapia & S.Arias sec. Tapia & al. 2017,9a0ad435-ad02-4449-878b-7e4046f60b83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_nizandensis,ingroup,TRUE,2,18.18,-,-,-,-,-,-,-,DQ099997.1,-,DQ099928.1,-,Cephalocereus nizandensis,Cephalocereus nizandensis,Cephalocereus nizandensis (Bravo & T.MacDoug.) Buxb.,(Bravo & T.MacDoug.) Buxb.,Species,Cephalocereus nizandensis (Bravo & T.MacDoug.) Buxb. sec. Tapia & al. 2017,97e5b988-1608-4c05-9d88-cf9693efa673,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,VU,Vulnerable,2017,TRUE,D1,https://www.iucnredlist.org/species/163412/121496677,CACTACEAE,(Bravo &amp; T.MacDoug.) Buxb.,NA,NA,Stable,2,Oaxaca; Mexico,MXS-OA; MX,2,Mexico,MX,1,TRUE,"Rocky areas (eg. inland cliffs, mountain peaks); Forest - Subtropical/Tropical Dry",6; 1_5,Recreational activities,6_1,Terrestrial,0,Neotropical,5,Succulent - shrub,SH,"Pets/display animals, horticulture",13,"<em>Cephalocereus nizandensis</em>&#160;is&#160;endemic to the area of Nizanda in Oaxaca, Mexico.",<em>Cephalocereus nizandensis g</em>rows on rocky ground in open dry deciduous forest.,"There are no threats to the species at present, but the area is now being developed for ecotourism and paths are being made. What impact this will have in the future is not known.","<em>Cephalocereus nizandensis</em>&#160;has a small range with only four subpopulations but there are currently no signs of decline. However, the population comprises less than 1,000 mature individuals so it qualifies for listing as Vulnerable.",success,NA
Cephalocereus_novus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cephalocereus novus,Cephalocereus novus,Cephalocereus novus (P.V.Heath) M.H.J.van der Meer,(P.V.Heath) M.H.J.van der Meer,Species,Cephalocereus novus (P.V.Heath) M.H.J.van der Meer sec. Korotkova 2022+,096d26a3-3e93-4fce-8021-3256416377be,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_nudus,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cephalocereus nudus,Cephalocereus nudus,Cephalocereus nudus E.Y.Dawson,E.Y.Dawson,Species,Cephalocereus nudus E.Y.Dawson sec. Tapia & al. 2017,5763ed87-8d05-4a02-b1da-edeeecc55518,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_parvispinus,ingroup,TRUE,4,36.36,-,-,-,-,-,MK165435.1,-,MK165433.1,MK165436.1,MK165434.1,-,Cephalocereus parvispinus,Cephalocereus parvispinus,"Cephalocereus parvispinus S.Arias, H.J.Tapia & U.Guzmán","S.Arias, H.J.Tapia & U.Guzmán",Species,"Cephalocereus parvispinus S.Arias, H.J.Tapia & U.Guzmán sec. Arias & al. 2019",3ef6d62f-d3c7-4c8f-bcb0-c4f304502d50,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_polylophus,ingroup,TRUE,5,45.45,-,-,FN997549.1,-,HM041585.1,-,KJ568432.1,AY181597.1,-,AY181644.2,-,Cephalocereus polylophus,Cephalocereus polylophus,Cephalocereus polylophus (DC.) Britton & Rose,(DC.) Britton & Rose,Species,Cephalocereus polylophus (DC.) Britton & Rose sec. Tapia & al. 2017,5cf287e4-7ed7-4ae3-819f-a9dac82d4666,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_scoparius,ingroup,TRUE,5,45.45,-,AY181563.1,KJ568425.1,-,-,-,KJ568433.1,AY181596.1,-,AY181625.2,-,Cephalocereus scoparius,Cephalocereus scoparius,Cephalocereus scoparius (Poselg.) Britton & Rose,(Poselg.) Britton & Rose,Species,Cephalocereus scoparius (Poselg.) Britton & Rose sec. Tapia & al. 2017,fcd5c1b5-d985-4903-87bc-4ab9b8fe0c38,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_senilis,ingroup,TRUE,3,27.27,-,-,-,-,HM041547.1,-,-,AY181616.1,-,AY181638.2,-,Cephalocereus senilis,Cephalocereus senilis,Cephalocereus senilis (Haw.) Pfeiff.,(Haw.) Pfeiff.,Species,Cephalocereus senilis (Haw.) Pfeiff. sec. Tapia & al. 2017,18d88cf6-c656-48d8-a61f-f6f98cc77e3f,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,EN,Endangered,2020,TRUE,"B1ab(iii,v)",https://www.iucnredlist.org/species/152158/183111425,CACTACEAE,(Haw.) Pfeiff.,Barba de Viejo; Cabeza de Viejo; Viejito; Old Man Cactus,Cactus senilis Haw.,Decreasing,1,Veracruz; Hidalgo; Mexico,MXG-VC; MXE-HI; MX,3,Mexico,MX,1,TRUE,Shrubland - Subtropical/Tropical Dry,3_5,Intentional use (species is the target),5_2_1,Terrestrial,0,Neotropical,5,Succulent - shrub; Succulent - tree,SH; ST,"Pets/display animals, horticulture",13,"This species is endemic to Mexico, where it is distributed only in the states of Hidalgo and Veracruz (Hunt <span style=""font-style: italic;"">et al.</span> 2006).","The species is one of the dominant elements of the xerophile scrub where it grows (Reyes-Santiago <span style=""font-style: italic;"">et al</span>. 2003). The house finch eats the fruits/seed in June, July and November (Mendiola González and Ortiz-Pulido 2006). It is restricted to calcareous canyons within xerophile vegetation.",Juveniles are illegally overcollected for trade as ornamental plants. The species may be at risk from pastoral agriculture (Mendiola González and Ortiz-Pulido 2006). Attempts have been made to transport this species across the Mexican-US border (Robbins and Bárcenas Luna 2003). The cephalia of this species is cut to obtain fruits and seeds (E. Sánchez pers. comm. 2010).,"<em>Cephalocereus senilis</em> is listed as Endangered under criterion B1ab(iii,v) due to a limited range (extent of occurrence is approximately 2,170 km<sup>2</sup>), occurs at one single location based on the threat related to illegal overcollecting across the range, and due to ongoing declines in habitat quality. Overcollection of juveniles is also an ongoing threat and likely causing an imbalance in age distributions of subpopulations.",success,NA
Cephalocereus_tetetzo,ingroup,TRUE,4,36.36,-,AY181559.1,-,-,-,-,KJ568434.1,AY181592.1,-,AY181632.2,-,Cephalocereus tetetzo,Cephalocereus tetetzo,Cephalocereus tetetzo (F.A.C.Weber ex J.M.Coult.) Diguet,(F.A.C.Weber ex J.M.Coult.) Diguet,Species,Cephalocereus tetetzo (F.A.C.Weber ex J.M.Coult.) Diguet sec. Tapia & al. 2017,e54d1d14-1838-486b-ae9d-36ba36da6286,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cephalocereus_totolapensis,ingroup,TRUE,5,45.45,-,-,KF783777.1,-,-,KF783479.1,KF783855.1,KF783557.1,-,KF783627.1,-,Cephalocereus totolapensis,Cephalocereus totolapensis,Cephalocereus totolapensis (Bravo & T.MacDoug.) Buxb.,(Bravo & T.MacDoug.) Buxb.,Species,Cephalocereus totolapensis (Bravo & T.MacDoug.) Buxb. sec. Tapia & al. 2017,3f210907-ac93-418e-b717-cbc7011d0ad8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,VU,Vulnerable,2017,TRUE,"B1ab(iii,v)",https://www.iucnredlist.org/species/163411/121496550,CACTACEAE,(Bravo &amp; T.MacDoug.) Buxb.,NA,NA,Decreasing,1,Oaxaca; Mexico,MXS-OA; MX,2,Mexico,MX,1,TRUE,Forest - Subtropical/Tropical Dry,1_5,Agro-industry farming,2_1_3,Terrestrial,0,Neotropical,5,Succulent - shrub; Succulent - tree,SH; ST,NA,NA,"<em>Cephalocereus totolapensis</em>&#160;is endemic to Oaxaca, Mexico, where it is only found in a canyon southeast of Oaxaca City.",<em>Cephalocereus totolapensis </em>grows&#160;on steep slopes along the canyon in dry deciduous forest.,"The slopes where this species occurs are being cleared to plant <span style=""font-style: italic;"">Agave </span>for tequila production.","This species has a fairly restricted range with the extent of occurrence being less than 20,000 km², it is known from less than five locations, it may possibly be treated as a single location because the main threat is the clearance of the habitat to plant <span style=""font-style: italic;"">Agave </span>and this is rapidly affecting much of the canyon where it grows, hence it is listed as Vulnerable.<br/><u><br/><br/></u><u><br/></u>",success,NA
Cereus_adelmarii,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cereus adelmarii,Cereus adelmarii,Cereus adelmarii (Rizzini & A.Mattos) P.J.Braun,(Rizzini & A.Mattos) P.J.Braun,Species,Cereus adelmarii (Rizzini & A.Mattos) P.J.Braun sec. Zappi & Taylor 2020+,9c121d4e-40d4-462b-ab29-46e9a25a1998,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cereus_aethiops,ingroup,TRUE,3,27.27,-,-,-,-,-,-,-,JQ779801.1,-,HM041239.1,JQ779503.1,Cereus aethiops,Cereus aethiops,Cereus aethiops Haw.,Haw.,Species,Cereus aethiops Haw. sec. Hunt 2016,19e36ef4-ac6c-4018-b8e5-a3b3fb853266,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,LC,Least Concern,2017,TRUE,NA,https://www.iucnredlist.org/species/151904/121449156,CACTACEAE,Haw.,NA,NA,Stable,2,Mendoza; San Juan; La Pampa; Catamarca; Salta; Tucumán; La Rioja; Buenos Aires; Córdoba; Rio Negro; Entre Ríos; San Luis; Argentina,AGW-ME; AGW-SJ; AGE-LP; AGW-CA; AGW-SA; AGW-TU; AGW-LR; AGE-BA; AGE-CO; AGS-RN; AGE-ER; AGW-SL; AR,13,Argentina,AR,1,TRUE,Forest - Subtropical/Tropical Dry; Grassland - Temperate; Shrubland - Subtropical/Tropical Dry,1_5; 4_4; 3_5,Agro-industry farming,2_1_3,Terrestrial,0,Neotropical,5,Succulent - shrub,SH,"Pets/display animals, horticulture",13,"This species grows in Argentina, where it occurs in Buenos Aires, Catamarca, Córdoba, Entre Rios, La Pampa, La Rioja, Mendoza, Río Negro, Salta, San Juan, San Luis and Tucumán (Hunt&#160; <span style=""font-style: italic;"">et al.&#160; </span>2006). Kiesling and Ferrari (2009) report it at elevations between 0 and 800 m asl.","The species grows in a variety of habitats, in dry forest, shrublands, <em>chaco</em>, <em>espinal</em>, and pampa grasslands.&#160;The species can regenerate from subterranean structures if the species is cut.","There are no major threats. However, in the Chaco, in the north-eastern part of its range, land use change for soybean plantations affects the populations.","<em>Cereus aethiops</em> has a wide range, and even though the populations are not abundant, they are stable and there are no major threats. Hence, it is listed as Least Concern.",success,NA
Cereus_albicaulis,ingroup,TRUE,3,27.27,-,-,-,-,-,KR998094.1,-,-,-,KR998121.1,KP017441.1,Cereus albicaulis,Cereus albicaulis,Cereus albicaulis (Britton & Rose) Luetzelb.,(Britton & Rose) Luetzelb.,Species,Cereus albicaulis (Britton & Rose) Luetzelb. sec. Zappi & Taylor 2020+,900965a6-3b5e-4d50-ac53-867677f39d4b,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,LC,Least Concern,2017,TRUE,NA,https://www.iucnredlist.org/species/151858/121445713,CACTACEAE,(Britton &amp; Rose) Luetzelb.,NA,Acanthocereus albicaulis Britton & Rose,Decreasing,1,Piauí; Bahia; Pernambuco; Alagoas; Ceará; Minas Gerais; Rio Grande do Norte; Brazil,BZE-PI; BZE-BA; BZE-PE; BZE-AL; BZE-CE; BZL-MG; BZE-RN; BR,8,Brazil,BR,1,TRUE,Shrubland - Subtropical/Tropical Dry,3_5,"Small-holder farming; Unintentional effects (species is not the target); Small-holder grazing, ranching or farming; Agro-industry plantations",2_1_2; 5_2_2; 2_3_2; 2_2_2,Terrestrial,0,Neotropical,5,Succulent - shrub,SH,NA,NA,"This species has been reported from Brazil, where it occurs in Piauí, Ceará, Pernambuco, Alagoas, Bahia, Rio Grande do Norte and Minas Gerais. It grows at 470 to 1,020 m asl (Taylor and Zappi 2004).","This cactus occurs in <span style=""font-style: italic;"">caatinga de altitude,  caatinga </span>and <span style=""font-style: italic;"">carrasco. </span>It often grows on sandy substrates of the Cipó soil series (Taylor and Zappi 2004).","The major threats are habitat loss due to deforestation for charcoal and fuel wood, cattle ranching, agriculture, and agroindustry of biodiesel.","Even though some subpopulations of <em>Cereus albicaulis</em> have a continuing decline mainly due to habitat loss, the species occurs over a vast area and within protected areas. Hence, it is listed as Least Concern.",success,NA
Cereus_argentinensis,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cereus argentinensis,Cereus argentinensis,Cereus argentinensis Britton & Rose,Britton & Rose,Species,Cereus argentinensis Britton & Rose sec. Zuloaga & al. 2019,82e610ad-7d6b-4394-86ef-77f7e29d1133,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cereus_ayisyen,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cereus ayisyen,Cereus ayisyen,Cereus ayisyen M.H.J.van der Meer,M.H.J.van der Meer,Species,Cereus ayisyen M.H.J.van der Meer sec. Franck 2021,33bbd590-2c51-4f62-90de-4d6d97974859,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
Cereus_bicolor,ingroup,TRUE,1,9.09,-,-,-,-,-,-,-,-,-,-,KP017426.1,Cereus bicolor,Cereus bicolor,Cereus bicolor Rizzini & A.Mattos,Rizzini & A.Mattos,Species,Cereus bicolor Rizzini & A.Mattos sec. Zappi & Taylor 2020+,1bd8d755-20d7-4d92-a08a-32828f0daf01,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,sampled_and_dated,sampled_ingroup,TRUE,LC,Least Concern,2017,TRUE,NA,https://www.iucnredlist.org/species/152120/121458863,CACTACEAE,Rizzini &amp; A.Mattos,NA,NA,Decreasing,1,Mato Grosso do Sul; Goiás; Pará; Rondônia; Mato Grosso; Brasília Distrito Federal; Brazil,BZC-MS; BZC-GO; BZN-PA; BZN-RO; BZC-MT; BZC-DF; BR,7,Brazil,BR,1,TRUE,Savanna - Dry; Forest - Subtropical/Tropical Dry,2_1; 1_5,"Small-holder grazing, ranching or farming; Agro-industry farming; Mining & quarrying; Small-holder farming",2_3_2; 2_1_3; 3_2; 2_1_2,Terrestrial,0,Neotropical,5,Succulent - shrub,SH,NA,NA,"This species occurs in Mato Grosso, Goiás, Pará, Rondonia, Distrito Federal and Mato Grosso do Sul, Brazil, at elevations of <span style=""font-style: italic;""></span>400 to 900 m asl.","The species grows mostly on limestone, crystalline, and sandstone rock outcrops in&#160;<span style=""font-style: italic;"">cerrado </span>and seasonal tropical dry forest.","The major threat is quarrying of limestone and habitat loss due to agro-industry, agriculture and cattle ranching.","The subpopulations of <em>Cereus bicolor</em> have declined and continue to do so mainly due to habitat loss. However, it occurs over a vast area and in habitats that are not significantly degrading. Hence, it is listed as Least Concern.",success,NA
Cereus_calcirupicola,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cereus calcirupicola,Cereus calcirupicola,Cereus calcirupicola (F.Ritter) Rizzini,(F.Ritter) Rizzini,Species,Cereus calcirupicola (F.Ritter) Rizzini sec. Taylor & al. 2024,44ddde1b-08e9-45d6-8ec1-0b2e9363dcf8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,unsampled_checklist_gap,unsampled_ingroup,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,error,No results returned for query. (HTTP 404)
