Genus,Specie_name,main,Clade,Subfam,Family,Annot_level_1,Annot_level_2,Annot_level_3,Annot_level_4
Copiapoa,Copiapoa_aphanes,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_conglomerata,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_desertorum,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_echinoides,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_esmeraldana,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_fiedleriana,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_gigantea,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_grandiflora,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_humilis,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_hypogaea,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_laui,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_leonensis,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_longispina,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_longistaminea,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_marginata,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_megarhiza,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_mollicula,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_montana,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_rupestris,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_serpentisulcata,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_solaris,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_taltalensis,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Copiapoa,Copiapoa_echinata,Copiapoa,Copiapoa,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Copiapoa
Corryocactus,Corryocactus_apiciflorus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Corryocactus,Corryocactus_aureus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Corryocactus,Corryocactus_brachypetalus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Corryocactus,Corryocactus_brevistylus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Corryocactus,Corryocactus_melanotrichus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Corryocactus,Corryocactus_squarrosus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Corryocactus
Coryphantha,Coryphantha_calipensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_clavata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_compacta,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_cornifera,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_delaetiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_delicata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_difficilis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_durangensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_echinoidea,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_echinus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_elephantidens,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_erecta,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_georgii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_glanduligera,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_glassii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_greenwoodii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_hintoniorum,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_jalpanensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_kracikii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_longicornis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_maiz_tablasensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_neglecta,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_nickelsiae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_octacantha,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_ottonis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pallida,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_poselgeriana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_potosiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pseudoechinus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pseudonickelsiae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pseudoradians,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pulleineana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pulleineana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_pycnacantha,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_ramillosa,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_recurvata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_retusa,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_robustispina,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_salinensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_sulcata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_tripugionacantha,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_vaupeliana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_vogtherriana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_werdermannii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Coryphantha,Coryphantha_wohlschlageri,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Coryphantha
Cremnocereus,Cremnocereus_albipilosus,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Cumarinia,Cumarinia_odorata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Cumulopuntia,Cumulopuntia_boliviana,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_chichensis,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_corotilla,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_ignota,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_iturbicola,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_leucophaea,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_rossiana,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_sphaerica,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_subterranea,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cumulopuntia,Cumulopuntia_zehnderi,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Cylindropuntia,Cylindropuntia_abyssi,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_acanthocarpa,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_alcahes,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_anteojoensis,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_arbuscula,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_bernardina,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_bigelovii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_californica,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_calmalliana,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_caribaea,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_cholla,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_ciribe,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_delgadilloana,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_echinocarpa,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_fosbergii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_fulgida,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_ganderi,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_imbricata,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_kleiniae,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_leptocaulis,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_lindsayi,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_molesta,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_munzii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_prolifera,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_ramosissima,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_sanfelipensis,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_santamaria,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_tesajo,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_thurberi,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_tunicata,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_whipplei,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Cylindropuntia,Cylindropuntia_wolfii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Deamia,Deamia_chontalensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Deamia,Deamia_montalvoae,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Deamia,Deamia_testudo,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Denmoza,Denmoza_rhodacantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Discocactus,Discocactus_placentiformis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Discocactus,Discocactus_zehntneri,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Disocactus,Disocactus_ackermannii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_anguliger,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_aurantiacus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_biformis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_crenatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_eichlamii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_kimnachii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_lepidocarpus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_macdougallii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_macranthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_nelsonii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_phyllanthoides,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_quezaltecus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Disocactus,Disocactus_speciosus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Echinocactus,Echinocactus_horizonthalonius,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Echinocactus,Echinocactus_platyacanthus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Echinocereus,Echinocereus_acifer,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_adustus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_arizonicus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_barthelowanus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_berlandieri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_bonkerae,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_brandegeei,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_bristolii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_chisosensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_cinerascens,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_coccineus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_dasyacanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_engelmannii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_enneacanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_fendleri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_grandis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_klapperi,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_knippelianus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_koehresianus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_laui,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_leucanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_longisetus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_mapimiensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_maritimus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_metornii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_mombergerianus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_nicholii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_nivosus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_ortegae,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_palmeri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_pamanesii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_papillosus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_parkeri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_pectinatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_pentalophus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_polyacanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_poselgeri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_primolanatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_pseudopectinatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_pulchellus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_rayonesensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_reichenbachii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_rigidissimus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_russanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_santaritensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_scheeri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_schereri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
