Genus,Specie_name,main,Clade,Subfam,Family,Annot_level_1,Annot_level_2,Annot_level_3,Annot_level_4
Echinocereus,Echinocereus_schmollii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_sciurus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_scopulorum,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_spinigemmatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_stolonifer,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_stramineus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_subinermis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_triglochidiatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_viereckii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_viridiflorus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_waldeisii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinocereus,Echinocereus_websterianus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Echinocereus
Echinopsis,Echinopsis_aurea,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_breviflora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_calochlora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_chrysantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_densispina,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_haematantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_jajoiana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_marsoneri,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_oxygona,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_silvestrii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Echinopsis,Echinopsis_tubiflora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Epiphyllum,Epiphyllum_baueri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_cartagense,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_chrysocardium,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_hookeri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_oxypetalum,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_phyllanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_pumilum,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epiphyllum,Epiphyllum_thomasianum,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Epithelantha,Epithelantha_bokei,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_cryptica,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_greggii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_ilariae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_micromeris,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_pachyrhiza,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_polycephala,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_potosina,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_pulchra,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Epithelantha,Epithelantha_spinosior,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,Epithelantha
Eriosyce,Eriosyce_aerocarpa,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_aspillagae,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_atroviridis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_aurata,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_bulbocalyx,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_calderana,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_caligophila,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_castanea,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_chilensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_clavata,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_coimasensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_crispa,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_curvispina,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_duripulpa,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_elquiensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_engleri,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_esmeraldana,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_fankhauseri,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_fulva,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_garaventae,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_glabrescens,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_heinrichiana,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_iquiquensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_islayensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_krausii,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_kunzei,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_limariensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_litoralis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_marksiana,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_napina,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_occulta,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_odieri,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_paucicostata,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_recondita,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_riparia,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_rodentiophila,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_senilis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_simulans,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_sociabilis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_spectabilis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_strausiana,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_subgibbosa,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_taltalensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_tenebrica,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_umadeave,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_vallenarensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_villicumensis,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_villosa,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Eriosyce,Eriosyce_wagenknechtii,Core II,Notocacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,Notocacteae
Escontria,Escontria_chiotilla,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Stenocerinae
Espostoa,Espostoa_blossfeldiorum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_calva,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_cremnophila,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_frutescens,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_hylaea,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_lanata,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_melanostele,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_mirabilis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_senilis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_superba,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoa,Espostoa_utcubambensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Espostoopsis,Espostoopsis_dybowskii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Eulychnia,Eulychnia_acida,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_barquitensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_breviflora,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_castanea,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_chorosensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_iquiquensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_ritteri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_saint_pieana,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_taltalensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Eulychnia,Eulychnia_vallenarensis,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Eulychnia
Facheiroa,Facheiroa_squamosa,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Facheiroa,Facheiroa_ulei,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Ferocactus,Ferocactus_acanthodes,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_alamosanus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_chrysacanthus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_diguetii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_echidne,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_emoryi,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_flavovirens,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_fordii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_glaucescens,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_gracilis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_haematacanthus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_hamatacanthus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_herrerae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_histrix,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_johnstonianus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_latispinus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_lindsayi,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_macrodiscus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_peninsulae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_pottsii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_recurvus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_robustus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_schwarzii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_townsendianus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_uncinatus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_viridescens,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Ferocactus,Ferocactus_wislizeni,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Frailea,Frailea_chiquitana,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Frailea,Frailea_gracillima,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Frailea,Frailea_mammifera,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Frailea,Frailea_phaeodisca,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Frailea,Frailea_pumila,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Frailea,Frailea_schilinzkyana,Frailea,Frailea,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Frailea
Geohintonia,Geohintonia_mexicana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Grahamia,Grahamia_bracteata,Grahamia,Grahamia,Outgroup,Anacampserotaceae,,,,Grahamia
Grahamia,Grahamia_palmeri,Grahamia,Grahamia,Outgroup,Anacampserotaceae,,,,Grahamia
Grusonia,Grusonia_aggeria,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_bradtiana,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_bulbispina,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_clavata,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_densispina,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_emoryi,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_grahamii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_invicta,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_kunzei,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_marenae,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_moelleri,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_parishii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_schottii,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_vilis,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Grusonia,Grusonia_wrightiana,Cylindropuntieae,Cylindropuntieae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Cylindropuntieae
Gymnocalycium,Gymnocalycium_alboareolatum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_amerhauseri,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_andreae,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_anisitsii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_baldianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_bayrianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_berchtii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_bodenbenderianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_bruchii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_calochlorum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_capillense,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_castellanosii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_chacoense,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_chiquitanum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_denudatum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_erinaceum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_esperanzae,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_eurypleurum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_fischeri,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_gibbosum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_glaucum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_horstii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_hossei,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_hyptiacanthum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_kieslingii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_marsoneri,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_mesopotamicum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
